,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
7,139.0,141.0,"R. DONATO GRACCO, 193",SÍTIO CERCADO,CURITIBA,Bairro Novo,22958/2009,SMDS,02-12-2009,2009-12-02,22:00:00,NÃO,NOME,"R. DONATO CRACCO, 193",Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
7,516.0,530.0,"R. CIDADE DAS SAUDADES, 400",SÍTIO CERCADO,CURITIBA,Bairro Novo,18195/2012,SMDS,02-12-2012,2012-12-02,16:43:00,NÃO,,,Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
7,774.0,805.0,"PC. NAPOLEÃO CORTÊS FILHO, 748",SÍTIO CERCADO,CURITIBA,Bairro Novo,13438/2013,SMDS,21-07-2013,2013-07-21,01:55:00,NÃO,,,Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
7,1631.0,1689.0,"R. GUILHERME BRUSCHZ, 286",SÍTIO CERCADO,CURITIBA,Bairro Novo,01713/2011,SMDS,23-01-2011,2011-01-23,18:23:00,NÃO,,,Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
7,1810.0,1872.0,"R. JOSÉ AUGUSTO DA SILVA, 109",SÍTIO CERCADO,CURITIBA,Bairro Novo,00775/2014,SMDS,12-01-2014,2014-01-12,21:40:00,NÃO,,,Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
7,1869.0,1931.0,"R. CIDADE DE OURO, 200",SÍTIO CERCADO,CURITIBA,Bairro Novo,00360/2011,SMDS,06-01-2011,2011-01-06,22:50:00,NÃO,,,Alagamento,2020 -03 -17,99,88a831ace9fffff,BAIRRO NOVO,"POLYGON ((-49.25952434515944 -25.543099384480698, -49.2553714695711 -25.540391178454964, -49.256230009114155 -25.535862749251187, -49.26124132347513 -25.53404261343732, -49.26539407770731 -25.536750906362453, -49.264535638944 -25.54127924819165, -49.25952434515944 -25.543099384480698))"
8,24.0,25.0,"R. NOVA ESPERANÇA, 145",SÍTIO CERCADO,CURITIBA,Bairro Novo,24621/2009,SMDS,26-12-2009,2009-12-26,20:10:00,NÃO,,,Alagamento,2020 -06 -04,100,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
8,834.0,868.0,"R. MADIRITUBA, 568",SÍTIO CERCADO,CURITIBA,Bairro Novo,11600/2013,SMDS,21-06-2013,2013-06-21,06:43:00,NÃO,,,Alagamento,2020 -06 -04,100,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
8,1447.0,1503.0,"R. NOVA ESPERANÇA, 193",SÍTIO CERCADO,CURITIBA,Bairro Novo,02510/2016,SMDS,10-02-2016,2016-02-10,17:36:00,NÃO,,,Alagamento,2020 -06 -04,100,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
8,1749.0,1810.0,"R. NOVA ESPERANÇA, 145",SÍTIO CERCADO,CURITIBA,Bairro Novo,01312/2010,SMDS,22-01-2010,2010-01-22,17:54:00,NÃO,,,Alagamento,2020 -06 -04,100,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
9,24.0,25.0,"R. NOVA ESPERANÇA, 145",SÍTIO CERCADO,CURITIBA,Bairro Novo,24621/2009,SMDS,26-12-2009,2009-12-26,20:10:00,NÃO,,,Alagamento,2020 -03 -09,99,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
9,834.0,868.0,"R. MADIRITUBA, 568",SÍTIO CERCADO,CURITIBA,Bairro Novo,11600/2013,SMDS,21-06-2013,2013-06-21,06:43:00,NÃO,,,Alagamento,2020 -03 -09,99,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
9,1447.0,1503.0,"R. NOVA ESPERANÇA, 193",SÍTIO CERCADO,CURITIBA,Bairro Novo,02510/2016,SMDS,10-02-2016,2016-02-10,17:36:00,NÃO,,,Alagamento,2020 -03 -09,99,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
9,1749.0,1810.0,"R. NOVA ESPERANÇA, 145",SÍTIO CERCADO,CURITIBA,Bairro Novo,01312/2010,SMDS,22-01-2010,2010-01-22,17:54:00,NÃO,,,Alagamento,2020 -03 -09,99,88a831acc1fffff,BAIRRO NOVO,"POLYGON ((-49.27785212064187 -25.54487420550906, -49.27369947633382 -25.542166702422286, -49.27455781428023 -25.537638448045946, -49.27956869568991 -25.535817784277132, -49.283721218382155 -25.538525374323918, -49.28286298128984 -25.543053541169137, -49.27785212064187 -25.54487420550906))"
10,46.0,48.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,24369/2009,SMDS,22-12-2009,2009-12-22,15:05:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,188.0,190.0,"R. SERTANEJA, 581",SÍTIO CERCADO,CURITIBA,Bairro Novo,21982/2010,SMDS,22-12-2010,2010-12-22,16:56:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,510.0,524.0,"R. ARAPONGAS, 580",SÍTIO CERCADO,CURITIBA,Bairro Novo,18214/2012,SMDS,02-12-2012,2012-12-02,19:41:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,786.0,817.0,"R. BANDEIRANTES, 578",SÍTIO CERCADO,CURITIBA,Bairro Novo,12306/2014,SMDS,20-06-2014,2014-06-20,20:42:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,1722.0,1783.0,"R. ARAPONGAS, 596",PINHEIRINHO,CURITIBA,Pinheirinho,01402/2011,SMDS,20-01-2011,2011-01-20,19:17:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,1725.0,1786.0,"R. BANDEIRANTES, 520",SÍTIO CERCADO,CURITIBA,Bairro Novo,01398/2011,SMDS,20-01-2011,2011-01-20,19:11:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,1756.0,1817.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,01243/2010,SMDS,21-01-2010,2010-01-21,19:24:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,2072.0,2135.0,"R. MARIALVA, 746",SÍTIO CERCADO,CURITIBA,Bairro Novo,03668/2018,SMDS,03-03-2018,2018-03-03,21:05:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,2076.0,2139.0,"R. MARIALVA, 694",SÍTIO CERCADO,CURITIBA,Bairro Novo,03660/2018,SMDS,03-03-2018,2018-03-03,20:25:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
10,2084.0,2147.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,03649/2018,SMDS,03-03-2018,2018-03-03,19:22:00,NÃO,,,Alagamento,2020 -04 -08,98,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,46.0,48.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,24369/2009,SMDS,22-12-2009,2009-12-22,15:05:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,188.0,190.0,"R. SERTANEJA, 581",SÍTIO CERCADO,CURITIBA,Bairro Novo,21982/2010,SMDS,22-12-2010,2010-12-22,16:56:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,510.0,524.0,"R. ARAPONGAS, 580",SÍTIO CERCADO,CURITIBA,Bairro Novo,18214/2012,SMDS,02-12-2012,2012-12-02,19:41:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,786.0,817.0,"R. BANDEIRANTES, 578",SÍTIO CERCADO,CURITIBA,Bairro Novo,12306/2014,SMDS,20-06-2014,2014-06-20,20:42:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,1722.0,1783.0,"R. ARAPONGAS, 596",PINHEIRINHO,CURITIBA,Pinheirinho,01402/2011,SMDS,20-01-2011,2011-01-20,19:17:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,1725.0,1786.0,"R. BANDEIRANTES, 520",SÍTIO CERCADO,CURITIBA,Bairro Novo,01398/2011,SMDS,20-01-2011,2011-01-20,19:11:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,1756.0,1817.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,01243/2010,SMDS,21-01-2010,2010-01-21,19:24:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,2072.0,2135.0,"R. MARIALVA, 746",SÍTIO CERCADO,CURITIBA,Bairro Novo,03668/2018,SMDS,03-03-2018,2018-03-03,21:05:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,2076.0,2139.0,"R. MARIALVA, 694",SÍTIO CERCADO,CURITIBA,Bairro Novo,03660/2018,SMDS,03-03-2018,2018-03-03,20:25:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
11,2084.0,2147.0,"R. ARAPONGAS, 601",SÍTIO CERCADO,CURITIBA,Bairro Novo,03649/2018,SMDS,03-03-2018,2018-03-03,19:22:00,NÃO,,,Alagamento,2020 -04 -12,100,88a831accbfffff,BAIRRO NOVO,"POLYGON ((-49.287015509647546 -25.54576069274448, -49.28286298128984 -25.543053541169137, -49.283721218382155 -25.538525374323918, -49.2887318829503 -25.536704446653054, -49.29288428956247 -25.53941168521875, -49.29202615336135 -25.54393976445459, -49.287015509647546 -25.54576069274448))"
12,41.0,43.0,"R. LUIZ GURGEL DO AMARAL VALENTE, 254",SÍTIO CERCADO,CURITIBA,Bairro Novo,24374/2009,SMDS,22-12-2009,2009-12-22,15:25:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,509.0,523.0,"R. GIACOMO LAFAIETE MUNICH BASSI, 48",SÍTIO CERCADO,CURITIBA,Bairro Novo,18215/2012,SMDS,02-12-2012,2012-12-02,19:40:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,512.0,526.0,"R. PROFESSOR JOÃO POECK, 581",SÍTIO CERCADO,CURITIBA,Bairro Novo,18212/2012,SMDS,02-12-2012,2012-12-02,19:38:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,517.0,531.0,"R. PROFESSORA LUIZA BORGES FANINI, 7",SÍTIO CERCADO,CURITIBA,Bairro Novo,18193/2012,SMDS,02-12-2012,2012-12-02,16:39:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,1093.0,1135.0,"R. MOYSES GUTZTEIN, 10",SÍTIO CERCADO,CURITIBA,Bairro Novo,06151/2012,SMDS,14-04-2012,2012-04-14,17:16:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,1710.0,1771.0,"R. GIACOMO LAFAIETE MUNICH BASSI, 55",SÍTIO CERCADO,CURITIBA,Bairro Novo,01417/2011,SMDS,20-01-2011,2011-01-20,19:20:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
12,1973.0,2036.0,"R. NOVA AURORA, 614",SÍTIO CERCADO,CURITIBA,Bairro Novo,00065/2009,SMDS,02-01-2009,2009-01-02,16:51:00,NÃO,,,Alagamento,2020 -08 -14,99,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
13,41.0,43.0,"R. LUIZ GURGEL DO AMARAL VALENTE, 254",SÍTIO CERCADO,CURITIBA,Bairro Novo,24374/2009,SMDS,22-12-2009,2009-12-22,15:25:00,NÃO,,,Alagamento,2020 -05 -09,100,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
13,509.0,523.0,"R. GIACOMO LAFAIETE MUNICH BASSI, 48",SÍTIO CERCADO,CURITIBA,Bairro Novo,18215/2012,SMDS,02-12-2012,2012-12-02,19:40:00,NÃO,,,Alagamento,2020 -05 -09,100,88a831accdfffff,BAIRRO NOVO,"POLYGON ((-49.27198275252102 -25.551222422843004, -49.267829986677555 -25.548515006698686, -49.268688398995586 -25.54398710276191, -49.27369947633382 -25.542166702422286, -49.27785212064187 -25.54487420550906, -49.2769938091564 -25.549402021982626, -49.27198275252102 -25.551222422843004))"
