,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
183,1436.0,1490.0,"R. CORONEL BRASILIANO MOURA, 116",AHÚ,CURITIBA,Matriz,02575/2010,SMDS,09-02-2010,2010-02-09,22:20:00,NÃO,,,Alagamento,2020 -04 -23,99,88a83134cdfffff,BOA VISTA,"POLYGON ((-49.26694925634142 -25.40535506577719, -49.26279742168136 -25.402640910475597, -49.263655683734946 -25.398104438678928, -49.268665679694024 -25.39628220996531, -49.27281739294813 -25.39899645214849, -49.271959231658414 -25.40353283615335, -49.26694925634142 -25.40535506577719))"
184,1436.0,1490.0,"R. CORONEL BRASILIANO MOURA, 116",AHÚ,CURITIBA,Matriz,02575/2010,SMDS,09-02-2010,2010-02-09,22:20:00,NÃO,,,Alagamento,2020 -06 -22,100,88a83134cdfffff,BOA VISTA,"POLYGON ((-49.26694925634142 -25.40535506577719, -49.26279742168136 -25.402640910475597, -49.263655683734946 -25.398104438678928, -49.268665679694024 -25.39628220996531, -49.27281739294813 -25.39899645214849, -49.271959231658414 -25.40353283615335, -49.26694925634142 -25.40535506577719))"
185,110.0,112.0,"R. MARIA BEATRIZ ROTTA, 1",BACACHERI,CURITIBA,Boa Vista,23916/2009,SMDS,17-12-2009,2009-12-17,00:44:00,NÃO,,,Alagamento,2020 -07 -31,97,88a831343dfffff,BOA VISTA,"POLYGON ((-49.22442949147572 -25.408139934280065, -49.22027707547047 -25.40542446397406, -49.221135814433744 -25.40088799082843, -49.22614686881805 -25.39906707538722, -49.23029916401699 -25.401782632436188, -49.22944052564727 -25.406319018173026, -49.22442949147572 -25.408139934280065))"
186,284.0,289.0,"R. PRIMEIRO MINISTRO BROCHADO DA ROCHA, 429",PILARZINHO,CURITIBA,Boa Vista,21777/2009,SMDS,19-11-2009,2009-11-19,22:22:00,NÃO,,,Alagamento,2020 -08 -20,99,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
186,1516.0,1572.0,"R. EBENEZER, 7",PILARZINHO,CURITIBA,Boa Vista,02261/2015,SMDS,03-02-2015,2015-02-04,19:30:00,NÃO,,,Alagamento,2020 -08 -20,99,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
186,1746.0,1807.0,"R. PRIMEIRO MINISTRO BROCHADO DA ROCHA, 389",ABRANCHES,CURITIBA,Boa Vista,01322/2010,SMDS,22-01-2010,2010-01-22,20:47:00,NÃO,,,Alagamento,2020 -08 -20,99,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
186,2107.0,2170.0,"R. CARLOS AUGUSTO CORNELSEN, 353",BOM RETIRO,CURITIBA,Matriz,05439/2018,SMDS,29-03-2018,2018-03-29,17:57:00,NÃO,,,Alagamento,2020 -08 -20,99,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
186,2121.0,2184.0,"R. NILO PEÇANHA, 2118",SÃO LOURENÇO,CURITIBA,Boa Vista,04469/2018,SMDS,14-03-2018,2018-03-14,19:49:00,NÃO,,,Alagamento,2020 -08 -20,99,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
187,284.0,289.0,"R. PRIMEIRO MINISTRO BROCHADO DA ROCHA, 429",PILARZINHO,CURITIBA,Boa Vista,21777/2009,SMDS,19-11-2009,2009-11-19,22:22:00,NÃO,,,Alagamento,2020 -08 -14,100,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
187,1516.0,1572.0,"R. EBENEZER, 7",PILARZINHO,CURITIBA,Boa Vista,02261/2015,SMDS,03-02-2015,2015-02-04,19:30:00,NÃO,,,Alagamento,2020 -08 -14,100,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
187,1746.0,1807.0,"R. PRIMEIRO MINISTRO BROCHADO DA ROCHA, 389",ABRANCHES,CURITIBA,Boa Vista,01322/2010,SMDS,22-01-2010,2010-01-22,20:47:00,NÃO,,,Alagamento,2020 -08 -14,100,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
187,2107.0,2170.0,"R. CARLOS AUGUSTO CORNELSEN, 353",BOM RETIRO,CURITIBA,Matriz,05439/2018,SMDS,29-03-2018,2018-03-29,17:57:00,NÃO,,,Alagamento,2020 -08 -14,100,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
187,2121.0,2184.0,"R. NILO PEÇANHA, 2118",SÃO LOURENÇO,CURITIBA,Boa Vista,04469/2018,SMDS,14-03-2018,2018-03-14,19:49:00,NÃO,,,Alagamento,2020 -08 -14,100,88a83134c9fffff,BOA VISTA,"POLYGON ((-49.276110950666954 -25.40624664094639, -49.271959231658414 -25.40353283615335, -49.27281739294813 -25.39899645214849, -49.27782717245467 -25.397173960796856, -49.28197876992756 -25.39988785250192, -49.28112070943886 -25.404424148636224, -49.276110950666954 -25.40624664094639))"
188,52.0,54.0,"R. CORONEL AMAZONAS MARCONDES, 120",CABRAL,CURITIBA,Matriz,24016/2009,SMDS,17-12-2009,2009-12-17,19:56:00,NÃO,,,Alagamento,2020 -04 -28,100,88a8313415fffff,BOA VISTA,"POLYGON ((-49.24275583212027 -25.40992772839215, -49.23860364571124 -25.40721295896306, -49.23946218345016 -25.402676660713762, -49.24447280693943 -25.400855219449507, -49.24862487228243 -25.403570075682286, -49.24776643521152 -25.408106286365282, -49.24275583212027 -25.40992772839215))"
188,277.0,282.0,"R. VEREADOR ANTONIO DOS REIS CAVALHEIRO, 103",CABRAL,CURITIBA,Matriz,21784/2009,SMDS,19-11-2009,2009-11-19,22:38:00,NÃO,,,Alagamento,2020 -04 -28,100,88a8313415fffff,BOA VISTA,"POLYGON ((-49.24275583212027 -25.40992772839215, -49.23860364571124 -25.40721295896306, -49.23946218345016 -25.402676660713762, -49.24447280693943 -25.400855219449507, -49.24862487228243 -25.403570075682286, -49.24776643521152 -25.408106286365282, -49.24275583212027 -25.40992772839215))"
188,579.0,599.0,"R. CORONEL AMAZONAS MARCONDES, 250",CABRAL,CURITIBA,Matriz,17645/2009,SMDS,23-09-2009,2009-09-23,06:51:00,NÃO,,,Alagamento,2020 -04 -28,100,88a8313415fffff,BOA VISTA,"POLYGON ((-49.24275583212027 -25.40992772839215, -49.23860364571124 -25.40721295896306, -49.23946218345016 -25.402676660713762, -49.24447280693943 -25.400855219449507, -49.24862487228243 -25.403570075682286, -49.24776643521152 -25.408106286365282, -49.24275583212027 -25.40992772839215))"
188,1618.0,1676.0,"R. VEREADOR ANTONIO DOS REIS CAVALHEIRO, 104",CABRAL,CURITIBA,Matriz,01734/2010,SMDS,28-01-2010,2010-01-28,19:36:00,NÃO,,,Alagamento,2020 -04 -28,100,88a8313415fffff,BOA VISTA,"POLYGON ((-49.24275583212027 -25.40992772839215, -49.23860364571124 -25.40721295896306, -49.23946218345016 -25.402676660713762, -49.24447280693943 -25.400855219449507, -49.24862487228243 -25.403570075682286, -49.24776643521152 -25.408106286365282, -49.24275583212027 -25.40992772839215))"
189,,,,,,,,,,,,,,,Nenhum,2020 -08 -10,95,88a8313439fffff,BOA VISTA,"POLYGON ((-49.233592826957825 -25.409034138054988, -49.22944052564727 -25.406319018173026, -49.23029916401699 -25.401782632436188, -49.23531000307579 -25.399961454058477, -49.23946218345016 -25.402676660713762, -49.23860364571124 -25.40721295896306, -49.233592826957825 -25.409034138054988))"
190,428.0,440.0,"R. ANTONIO CANDIDO CAVALIM, 1034",BAIRRO ALTO,CURITIBA,Boa Vista,20255/2011,SMDS,08-12-2011,2011-12-08,16:07:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,614.0,634.0,"R. SEBASTIÃO ALVES FERREIRA, 1749",BAIRRO ALTO,CURITIBA,Boa Vista,17254/2017,SMDS,11-10-2017,2017-10-11,18:19:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1003.0,1044.0,"R. ANTONIO CANDIDO CAVALIM, 1212",BAIRRO ALTO,CURITIBA,Boa Vista,06503/2010,SMDS,23-04-2010,2010-04-23,11:03:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1009.0,1051.0,"R. ALBERICO FLORES BUENO, 2250",BAIRRO ALTO,CURITIBA,Boa Vista,06485/2010,SMDS,23-04-2010,2010-04-23,10:02:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1099.0,1141.0,"R. RIO ARAGUARI, 1874",BAIRRO ALTO,CURITIBA,Boa Vista,05769/2015,SMDS,27-03-2015,2015-03-27,19:00:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1228.0,1273.0,"R. GASTÃO LUIZ CRULS, 1941",BAIRRO ALTO,CURITIBA,Boa Vista,03812/2011,SMDS,19-02-2011,2011-02-19,17:56:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1357.0,1408.0,"R. EPAMINONDAS SANTOS, 1385",BAIRRO ALTO,CURITIBA,Boa Vista,03055/2011,SMDS,11-02-2011,2011-02-11,01:07:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1360.0,1411.0,"R. GASTÃO LUIZ CRULS, 1930",BAIRRO ALTO,CURITIBA,Boa Vista,03051/2011,SMDS,11-02-2011,2011-02-11,00:48:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
190,1736.0,1797.0,"R. EPAMINONDAS SANTOS, 1395",BAIRRO ALTO,CURITIBA,Boa Vista,01388/2014,SMDS,22-01-2014,2014-01-22,00:20:00,NÃO,,,Alagamento,2020 -07 -06,100,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,428.0,440.0,"R. ANTONIO CANDIDO CAVALIM, 1034",BAIRRO ALTO,CURITIBA,Boa Vista,20255/2011,SMDS,08-12-2011,2011-12-08,16:07:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,614.0,634.0,"R. SEBASTIÃO ALVES FERREIRA, 1749",BAIRRO ALTO,CURITIBA,Boa Vista,17254/2017,SMDS,11-10-2017,2017-10-11,18:19:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1003.0,1044.0,"R. ANTONIO CANDIDO CAVALIM, 1212",BAIRRO ALTO,CURITIBA,Boa Vista,06503/2010,SMDS,23-04-2010,2010-04-23,11:03:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1009.0,1051.0,"R. ALBERICO FLORES BUENO, 2250",BAIRRO ALTO,CURITIBA,Boa Vista,06485/2010,SMDS,23-04-2010,2010-04-23,10:02:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1099.0,1141.0,"R. RIO ARAGUARI, 1874",BAIRRO ALTO,CURITIBA,Boa Vista,05769/2015,SMDS,27-03-2015,2015-03-27,19:00:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1228.0,1273.0,"R. GASTÃO LUIZ CRULS, 1941",BAIRRO ALTO,CURITIBA,Boa Vista,03812/2011,SMDS,19-02-2011,2011-02-19,17:56:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1357.0,1408.0,"R. EPAMINONDAS SANTOS, 1385",BAIRRO ALTO,CURITIBA,Boa Vista,03055/2011,SMDS,11-02-2011,2011-02-11,01:07:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1360.0,1411.0,"R. GASTÃO LUIZ CRULS, 1930",BAIRRO ALTO,CURITIBA,Boa Vista,03051/2011,SMDS,11-02-2011,2011-02-11,00:48:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
191,1736.0,1797.0,"R. EPAMINONDAS SANTOS, 1395",BAIRRO ALTO,CURITIBA,Boa Vista,01388/2014,SMDS,22-01-2014,2014-01-22,00:20:00,NÃO,,,Alagamento,2020 -07 -07,99,88a8313425fffff,BOA VISTA,"POLYGON ((-49.200231258651726 -25.41270602494891, -49.19607849341177 -25.409989940546843, -49.19693750762111 -25.40545364211866, -49.201949186582304 -25.403633515265465, -49.206101831356285 -25.406349686332778, -49.2052429176444 -25.41088589757767, -49.200231258651726 -25.41270602494891))"
192,999.0,1040.0,,BAIRRO ALTO,CURITIBA,Boa Vista,06510/2010,SMDS,23-04-2010,2010-04-23,11:26:00,NÃO,,,Alagamento,2020 -06 -08,100,88a8313421fffff,BOA VISTA,"POLYGON ((-49.20939556873341 -25.413601631583255, -49.2052429176444 -25.41088589757767, -49.206101831356285 -25.406349686332778, -49.2111132956318 -25.404529296345164, -49.21526582612486 -25.407245117046312, -49.21440701294771 -25.411781241029132, -49.20939556873341 -25.413601631583255))"
193,999.0,1040.0,,BAIRRO ALTO,CURITIBA,Boa Vista,06510/2010,SMDS,23-04-2010,2010-04-23,11:26:00,NÃO,,,Alagamento,2020 -06 -02,99,88a8313421fffff,BOA VISTA,"POLYGON ((-49.20939556873341 -25.413601631583255, -49.2052429176444 -25.41088589757767, -49.206101831356285 -25.406349686332778, -49.2111132956318 -25.404529296345164, -49.21526582612486 -25.407245117046312, -49.21440701294771 -25.411781241029132, -49.20939556873341 -25.413601631583255))"
194,124.0,126.0,"R. DOMINGOS FERNANDES MAIA, 22",BAIRRO ALTO,CURITIBA,Boa Vista,23902/2009,SMDS,17-12-2009,2009-12-17,00:00:00,NÃO,,,Alagamento,2020 -07 -03,100,88a831342bfffff,BOA VISTA,"POLYGON ((-49.21855954967884 -25.414496624609257, -49.21440701294771 -25.411781241029132, -49.21526582612486 -25.407245117046312, -49.22027707547047 -25.40542446397406, -49.22442949147572 -25.408139934280065, -49.22357077887057 -25.412675970922056, -49.21855954967884 -25.414496624609257))"
194,1044.0,1086.0,"R. MARECHAL BITTENCOURT, 64",BAIRRO ALTO,CURITIBA,Boa Vista,06319/2011,SMDS,02-04-2011,2011-04-02,20:07:00,NÃO,,,Alagamento,2020 -07 -03,100,88a831342bfffff,BOA VISTA,"POLYGON ((-49.21855954967884 -25.414496624609257, -49.21440701294771 -25.411781241029132, -49.21526582612486 -25.407245117046312, -49.22027707547047 -25.40542446397406, -49.22442949147572 -25.408139934280065, -49.22357077887057 -25.412675970922056, -49.21855954967884 -25.414496624609257))"
194,1057.0,1099.0,"R. DOMINGOS FERNANDES MAIA, 21",BAIRRO ALTO,CURITIBA,Boa Vista,06303/2011,SMDS,02-04-2011,2011-04-02,17:44:00,NÃO,,,Alagamento,2020 -07 -03,100,88a831342bfffff,BOA VISTA,"POLYGON ((-49.21855954967884 -25.414496624609257, -49.21440701294771 -25.411781241029132, -49.21526582612486 -25.407245117046312, -49.22027707547047 -25.40542446397406, -49.22442949147572 -25.408139934280065, -49.22357077887057 -25.412675970922056, -49.21855954967884 -25.414496624609257))"
194,1803.0,1865.0,"R. PAULO FRIEBE, 84",BAIRRO ALTO,CURITIBA,Boa Vista,00783/2014,SMDS,12-01-2014,2014-01-12,22:28:00,NÃO,,,Alagamento,2020 -07 -03,100,88a831342bfffff,BOA VISTA,"POLYGON ((-49.21855954967884 -25.414496624609257, -49.21440701294771 -25.411781241029132, -49.21526582612486 -25.407245117046312, -49.22027707547047 -25.40542446397406, -49.22442949147572 -25.408139934280065, -49.22357077887057 -25.412675970922056, -49.21855954967884 -25.414496624609257))"
195,565.0,584.0,"R. JORNALISTA ALCEU CHICHORRO, 641",BAIRRO ALTO,CURITIBA,Boa Vista,17662/2009,SMDS,23-09-2009,2009-09-23,08:52:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
195,882.0,917.0,"R. EPAMINONDAS SANTOS, 2536",BAIRRO ALTO,CURITIBA,Boa Vista,10211/2010,SMDS,22-06-2010,2010-06-22,18:39:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
195,1007.0,1048.0,"R. JOÃO RAMALHO, 10",ATUBA,CURITIBA,Boa Vista,06495/2010,SMDS,23-04-2010,2010-04-23,10:40:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
195,1098.0,1140.0,"R. ALBERICO FLORES BUENO, 2308",BAIRRO ALTO,CURITIBA,Boa Vista,05770/2015,SMDS,27-03-2015,2015-03-27,19:00:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
195,1171.0,1216.0,"R. PEDRO ELOY DE SOUZA, 830",BAIRRO ALTO,CURITIBA,Boa Vista,04598/2015,SMDS,11-03-2015,2015-03-11,20:00:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
195,1925.0,1988.0,TERMINAL BAIRRO ALTO,BOA VISTA,CURITIBA,Boa Vista,00116/2010,SMMA,03-01-2010,2010-01-03,16:40:00,NÃO,,,Alagamento,2020 -07 -26,100,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
196,565.0,584.0,"R. JORNALISTA ALCEU CHICHORRO, 641",BAIRRO ALTO,CURITIBA,Boa Vista,17662/2009,SMDS,23-09-2009,2009-09-23,08:52:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
196,882.0,917.0,"R. EPAMINONDAS SANTOS, 2536",BAIRRO ALTO,CURITIBA,Boa Vista,10211/2010,SMDS,22-06-2010,2010-06-22,18:39:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
196,1007.0,1048.0,"R. JOÃO RAMALHO, 10",ATUBA,CURITIBA,Boa Vista,06495/2010,SMDS,23-04-2010,2010-04-23,10:40:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
196,1098.0,1140.0,"R. ALBERICO FLORES BUENO, 2308",BAIRRO ALTO,CURITIBA,Boa Vista,05770/2015,SMDS,27-03-2015,2015-03-27,19:00:00,NÃO,,,Alagamento,2020 -08 -17,99,88a831342dfffff,BOA VISTA,"POLYGON ((-49.203525042364134 -25.419957534158147, -49.19937227075969 -25.417241886831043, -49.200231258651726 -25.41270602494891, -49.2052429176444 -25.41088589757767, -49.20939556873341 -25.413601631583255, -49.20853668135452 -25.41813740627123, -49.203525042364134 -25.419957534158147))"
